Method,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,accuracy_score,matthews_correlation_coefficient
1,0.7924227604855878,0.7813313672352409,0.7861626142859317,0.8067338877008032,0.8092198581560284,0.8073772706329321,0.8092198581560284,0.5736469123707153
